UNITID,MISTNO,INSTDATE,MODIFIED_DT,SIGN_CODE,SIGN_DSCRN,SIGN_SIZE,SIGN_TYPE,STATUS_CD,SUPPORT_TYPE,POINT
1110011234,0381,1987/08/27,2017/04/19,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0555448 51.0444036)
1110028869,0940,1998/11/17,2019/09/20,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.1070244 51.1347958)
1110185003,0363,2019/08/28,2019/12/09,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1814849 51.0524086)
1110163624,B2681,2018/09/21,2019/04/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0510664 50.9145035)
1109540205,0413,1995/07/25,2013/05/17,11-244,One way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0815943 51.0418407)
1109354439,0674,1985/01/01,2017/06/30,11-798,Left Lane Turn Left,600x750,Flat Sheet,As-built,Arm,POINT (-114.1004427 50.9721179)
1110034034,B2825,2016/12/14,2019/05/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-113.977093 51.0563405)
1110352762,0854,2003/09/11,2021/11/26,11-180,No Left Turn,900x900,Flat Sheet,As-built,Arm,POINT (-113.9652475 50.9337751)
1110155792,B2532,2018/12/17,2019/05/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.080173 51.0931602)
1109356603,0262,2016/12/18,2021/02/25,11-647,Turn Control - Thru + Left,900x900,LED,As-built,Arm,POINT (-114.0857399 51.0518994)
1109736867,1098,2013/03/19,2017/01/11,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-113.9757396 50.8791055)
1109357161,0224,2001/08/21,2022/07/12,11-852,left turn restriction,900x900,Flat Sheet,As-built,Arm,POINT (-114.0542683 51.0585193)
1110048895,0384,2012/12/06,2016/12/14,11-953,Reserved Lane Ends 18:00 M-F,900x1500,Flat Sheet,Active,Arm,POINT (-114.0260233 51.0379768)
1110220551,0331,2019/10/23,2019/10/29,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,Active,Arm,POINT (-114.0531097 51.0470446)
1109616117,0988,2010/06/14,2020/01/15,17-110,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0509727 51.0669434)
1110035210,0375,2017/01/14,2018/02/15,11-224,Turn Control - No Turn on Red,600x900,Flat Sheet,As-built,Trunk,POINT (-114.0704947 51.0447445)
1110209576,0466,2018/09/23,2020/10/28,,Reserved Lane,,Flat Sheet,As-built,Arm,POINT (-113.9703499 51.0378535)
1110347218,B2760,2021/10/06,2021/10/28,14-318,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.1043472 51.0426542)
1110425352,1279,2023/08/15,2023/08/15,11-648,Turn Control - Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.1092116 51.0231589)
1110322242,1033,2016/04/14,2022/02/11,11-005,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.2093682 51.1520777)
1110356921,B0053,2022/03/01,2023/12/14,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0585667 51.1644712)
1110330531,1210,2022/07/06,2022/07/06,SPECIAL,Turn Control - Left + Thru + Right (Special),900x900,Flat Sheet,Active,Pedestal,POINT (-114.0716025 51.0353284)
1109938325,B2808,2015/01/28,2019/04/05,14-308,Pedestrian Crosswalk,600x900,Flat Sheet,Active,Pedestal,POINT (-113.9425607 51.092718)
1110024563,B2743,2007/04/12,2019/02/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0686654 50.9778422)
1110154797,0352,2001/01/01,2021/04/22,11-244,One Way - Arrow Left,450x1350,Flat Sheet,As-built,Pedestal,POINT (-114.0677916 51.0457206)
1110034233,0065,2003/12/10,2016/09/29,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.1983864 51.1241291)
1110209545,0467,2018/09/16,2019/01/28,,Transit Signal,,Flat Sheet,As-built,Arm,POINT (-113.9588152 51.0378638)
1110070938,0208,2008/05/10,2017/04/12,11-244,One Way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0258647 51.0665354)
1110291464,1220,2021/02/04,2021/02/04,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-113.958365 51.1327182)
1110065485,B2877,2017/07/12,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.1284163 50.9385812)
1109624770,0396,2009/06/23,2018/03/19,INFO,Information Sign,<Null>,Flat Sheet,As-built,Arm,POINT (-114.0608868 51.0433153)
1110272306,0536,2021/08/31,2023/11/10,SPECIAL,Turn Control - Two Lanes Left + Thru,1350x900,Flat Sheet,As-built,Arm,POINT (-114.1728126 51.0167253)
1109749685,B2564,2014/05/08,2020/01/02,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0560133 51.0743441)
1110337990,1240,2023/08/11,2023/11/07,11-645,Turn Control - Left,900x900,Flat Sheet,As-built,Arm,POINT (-113.9353242 50.9260697)
1110303269,0034,2020/12/30,2023/08/01,11-645,Turn Control - Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9655753 51.1106374)
1110081589,0293,2017/10/13,2021/04/28,11-245,One Way - Arrow Right,450x1350,Flat Sheet,Active,,POINT (-114.0759537 51.0496246)
1110070939,0208,2008/05/10,2017/04/12,11-224,No Turn On Red,600x900,Flat Sheet,As-built,Arm,POINT (-114.0258793 51.0665498)
1109689208,B2560,2012/01/31,2019/06/26,14-320,Pedestrian Corridor,750x3000,Other,As-built,Arm,POINT (-113.9724951 51.0848841)
1110022258,B2827,2016/11/02,2019/05/21,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.0247261 50.8807793)
1110085645,B2807,2017/11/05,2019/12/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-113.9412983 51.1287974)
1109770401,1053,2013/08/01,2015/04/28,11-250,KRMS,600x750,Flat Sheet,As-built,,POINT (-114.0544672 51.1411559)
1110239112,B2511,2013/07/11,2022/02/22,11-241,No U-Turn,,Flat Sheet,Active,Trunk,POINT (-114.1589717 51.0861653)
1110290087,B0034,2020/12/04,2022/07/27,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9539036 50.9250633)
1110009065,B2571,,2019/07/02,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9472309 51.0715521)
1110027793,0746,2001/07/01,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0271465 50.9316608)
1110001072,0330,2013/04/17,2017/08/02,11-648,Turn Control - Right + Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.0553154 51.0471566)
1109665499,1080,2011/08/08,2018/08/28,11-005,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0132729 50.9662931)
1110233244,0314,2019/08/25,2021/01/27,11-807,No Right Turn,900x900,LED,As-built,Arm,POINT (-114.0578419 51.0483898)
1110215708,0429,2018/04/21,2019/03/20,11-806,Right Turn Prohibited,900x900,Flat Sheet,As-built,Arm,POINT (-114.0714632 51.0398448)
1110323265,0231,2021/11/06,2021/11/10,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0017215 51.0584447)
1109672015,0276,2010/08/08,2018/03/12,11-654,,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9817624 51.052297)
1110125069,1162,2018/08/30,2018/12/27,11-250,KRMS,600x750,Flat Sheet,As-built,,POINT (-113.9754058 51.0378159)
1110044550,0621,2005/05/07,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0715096 50.9979009)
1110330798,1216,2022/09/09,2022/12/19,11-650,Turn Control - Left + Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.1040519 51.0445427)
1109715078,0663,2005/07/30,2016/09/12,11-651/11-747,Turn Control - Left + Thru/Thru,900x900,LED,As-built,Arm,POINT (-114.0713102 50.9795363)
1109790584,1108,2014/11/24,2019/02/19,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.1083986 51.1733309)
1110026847,0877,1998/05/19,2020/10/02,SPECIAL,Turn Control - Angled Thru,900x900,Flat Sheet,As-built,Arm,POINT (-113.9587419 50.9941577)
1110386852,0196,2023/06/17,2023/06/27,11-651,Turn Control - Thru,900x900,Flat Sheet,Active,Arm,POINT (-114.0939614 51.0670744)
1110171125,0599,2018/12/05,2019/02/26,11-649,Turn Control - Left + Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0676151 51.0014727)
1109354188,0978,2021/08/26,2021/09/16,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-113.9583827 51.0602372)
1110011316,B2829,2016/08/05,2019/05/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-113.9422689 51.1061329)
1110141298,0404,1991/04/24,2018/03/05,11-242,Begin One Way,,Flat Sheet,As-built,Trunk,POINT (-114.0716183 51.0426943)
1110156187,0696,2005/10/20,2018/06/04,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0743217 50.9650087)
1109798501,B2786,2014/08/22,2019/05/16,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.2378463 51.1330414)
1110122837,1166,2018/09/06,2018/12/19,11-250,Keep Right - Except Transit,600x750,Flat Sheet,As-built,Trunk,POINT (-113.9790292 51.0379003)
1109757126,0683,2012/12/24,2015/04/22,17-110,YOSG,750x900,Flat Sheet,As-built,Trunk,POINT (-114.2109667 51.0453965)
1109695267,B2634,2011/11/03,2019/07/09,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1368786 51.0580021)
1110028868,0940,1998/11/17,2019/09/20,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1070287 51.1348135)
1109715176,2603,2013/11/07,2016/05/24,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0431254 51.0533435)
1109799703,B2570,2013/02/01,2019/06/26,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9745896 51.0709399)
1110250051,1176,2020/05/12,2020/05/12,11-656,Turn Control - Left + Right (2 Lanes),900x1350,Flat Sheet,Active,Arm,POINT (-114.0242916 51.0353589)
1110303458,B0043,2021/02/09,2021/02/09,14-320,TAC Pedestrian Crosswalk,900x1200,Other,Active,Arm,POINT (-113.9368358 51.125243)
1109986152,0403,2015/06/12,2017/03/07,11-244,One Way Except Bicycles,600x1350,Flat Sheet,As-built,,POINT (-114.0742135 51.0427031)
1110004109,B2570,2013/02/01,2019/06/26,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9746535 51.0708336)
1109717776,0128,2002/01/01,2014/08/06,17-110,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.1522435 51.0813155)
1109354067,0109,2018/10/20,2019/05/08,13-163,AWF - Prepare To Stop,1500x1500,Other,Active,Arm,POINT (-114.1180819 51.053837)
1109356964,3477,2000/01/01,2010/11/18,11-951,Reserved lane,900x1500,Flat Sheet,As-built,Arm,POINT (-114.0624356 51.0607525)
1110446891,0666,2023/07/31,2023/08/01,,Transit Signal,900x900,Flat Sheet,Active,Pedestal,POINT (-114.0503148 50.9808634)
1109708587,0299,2007/08/20,2018/11/29,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,,POINT (-114.0628126 51.049214)
1110105487,0121,2017/05/17,2017/08/31,11-646,Turn Control - Arrow Right Except CT,900x900,Flat Sheet,As-built,Arm,POINT (-114.1586368 51.0883314)
1109354458,0951,2005/11/28,2019/12/30,NONILL,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1789599 51.1094892)
1110285592,B0040,2020/10/21,2021/01/20,14-308,Pedestrian Crosswalk,600-750,Flat Sheet,As-built,Streetlight,POINT (-114.1155752 51.0743477)
1110126576,0740,2003/12/17,2017/12/28,13-163,Signal Ahead,900x900,Flat Sheet,As-built,Arm,POINT (-114.0697915 50.9409486)
1109708130,0304,2015/10/15,2016/04/12,11-244,One way - Arrow Left (AM),450x1350,LED,As-built,Arm,POINT (-114.0811068 51.048811)
1110290387,B2804,2020/11/25,2020/12/08,14-320,TAC Overhead Flasher,900x1200,Other,Active,Arm,POINT (-114.0625307 51.0644928)
1110019987,0249,,2016/09/14,SPECIAL,Bike Push Button Sign,900x900,Flat Sheet,Active,Trunk,POINT (-114.0515808 51.0535027)
1109354741,0315,2000/01/01,2017/08/23,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0554975 51.0483384)
1110354199,0339,2003/01/01,2023/05/26,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.0678677 51.0467576)
1110056205,0187,2017/08/30,2018/05/07,11-238,Wrong Way,,Flat Sheet,Active,Trunk,POINT (-114.1889449 51.0815847)
1110100801,0344,2017/10/07,2022/12/14,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.0555597 51.0463841)
1109682236,B2731,2012/02/01,2019/03/18,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0915165 50.9796087)
1110044544,0621,2016/10/16,2019/12/10,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0711673 50.9976244)
1109689209,B2560,2012/01/31,2019/06/26,14-320,Pedestrian Corridor,750x3000,Other,As-built,Arm,POINT (-113.9725017 51.0848856)
1109765911,1055,2021/09/18,2021/09/23,11-005,Yield On Solid Green,750x900,Flat Sheet,Active,Pedestal,POINT (-113.9448906 50.8994742)
1109968365,B2782,2015/12/02,2019/05/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0073197 50.9611412)
1110466718,0537,1997/05/16,2023/11/10,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1682935 51.0177543)
1109356887,0667,2004/07/26,2018/06/18,11-646,Turn Control - Arrow right,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.040039 50.9873187)
1110155271,0688,2011/08/14,2018/05/22,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Arm,POINT (-113.9820317 50.9723339)
1110222400,B0022,2020/01/27,2024/01/19,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.074115 51.1598352)
1110174437,0303,2018/05/21,2018/08/20,11-244,No Turn On Red,600x900,Flat Sheet,As-built,Trunk,POINT (-114.0834035 51.0488617)
1109354760,0249,2006/03/19,2016/06/06,11-244,One way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0518253 51.0532675)
1109763961,1119,2014/08/01,2018/06/07,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-113.9747918 50.9504574)
1110070946,189SS,1971/01/01,2017/04/12,11-651,Turn Control - Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.0259207 51.066825)
1110239926,B2732,2005/06/14,2020/07/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-113.952483 51.1052907)
1110204085,1168,2018/08/21,2019/01/03,11-806,Turn Control - No Right Turn,900x900,LED,As-built,Arm,POINT (-113.9658293 51.0376653)
1109978613,B2803,2016/01/18,2019/05/13,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1096129 50.9612766)
1109355341,B2720,2003/07/16,2019/06/11,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0624679 51.0654456)
1109354235,0099,2003/09/14,2018/11/19,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.1337294 51.0894876)
1110132663,0469,2018/09/06,2019/02/20,,Turn Control - No Right Turn,,LED,As-built,Arm,POINT (-113.961279 51.0380161)
1110154247,0697,2008/08/10,2018/10/03,11-250,KRMS,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0716206 50.9648189)
1109697211,1028,2012/06/29,2014/06/30,17-110,YOSG,750X900,Flat Sheet,As-built,Pedestal,POINT (-113.9534749 50.8832473)
1110241253,1039,2019/10/22,2020/06/02,SPECIAL,Bike Use Pedestrian Signal,,Flat Sheet,As-built,Trunk,POINT (-114.0511536 51.0487945)
1110073605,B2891,2017/08/16,2019/04/29,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-113.9338106 50.9109763)
1110046545,0237,2016/09/20,2023/08/04,SPECIAL,Bike Push Button,,Flat Sheet,As-built,Streetlight,POINT (-114.0860709 51.0572187)
1110277711,0384,2020/07/22,2020/11/09,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Arm,POINT (-114.0250832 51.0378917)
1110094178,B2916,2017/09/10,2019/04/29,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.178232 51.1350523)
1110085399,B2854,2017/11/05,2019/12/16,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9946582 51.0769831)
1110233169,0955,2007/12/17,2019/07/02,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.162523 51.1601493)
1110045137,0398,1991/09/16,2017/04/19,11-244,One Way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0764815 51.0428518)
1109708769,0380,2001/01/01,2015/05/06,11-244,One way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0580118 51.0444481)
1109798155,0525,2014/08/19,2024/01/16,11-245,One Way - Arrow Right Except Bicycles,600x1350,Flat Sheet,As-built,Arm,POINT (-114.0742158 51.0388695)
1110397363,0450,2023/03/26,2023/05/09,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Arm,POINT (-114.0818624 51.0377544)
1110243355,B0005,2020/01/24,2021/04/19,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0859493 50.944209)
1110220562,B0017,2019/06/20,2020/04/17,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0740623 51.0325452)
1110041129,B2842,2017/01/04,2021/03/22,11-250,KRMS,600x750,Flat Sheet,As-built,Streetlight,POINT (-113.935103 51.0629654)
1109979923,2555,2016/02/07,2016/04/21,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1252409 51.0541107)
1110006779,B2553,2003/04/27,2019/07/25,14-320,TAC Pedestrian Crosswalk,900x1200,Other,As-built,Arm,POINT (-114.1062853 51.0724637)
1110401016,3455,2022/09/01,2022/10/26,11-952,Reserved Lane M-F 1530-1800,900x1500,Flat Sheet,Active,Arm,POINT (-114.0448927 51.0438796)
1110021057,B2802,2016/05/11,2019/05/13,14-320,TAC Pedestrian Corridor,900x1200,Other,Active,Arm,POINT (-114.0946318 51.0277742)
1110050420,0380,2015/06/18,2016/12/20,SPECIAL,Bikes Use Pedestrian Signal,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0579885 51.0445033)
1110067126,0168,1998/09/16,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0017037 51.0731963)
1110425683,0268,2023/04/15,2023/04/25,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0320194 51.0474081)
1109760906,0871,2013/10/07,2018/09/05,11-645,Turn Control - Arrow Left,900X900,Flat Sheet,As-built,Arm,POINT (-113.9119363 51.0161713)
1110382488,0447,2016/07/25,2022/06/10,,Bike Push Button,150x150,Flat Sheet,As-built,Trunk,POINT (-114.1114458 51.0379309)
1109544804,B2521,2009/11/26,2019/07/09,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1606349 51.0727551)
1109634059,B2632,2003/12/13,2019/07/12,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0788783 51.0249729)
1109544001,1033,2010/05/21,2021/04/19,11-005,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.2089094 51.1523189)
1109356816,0857,2004/12/02,2010/12/07,11-170,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-113.9618369 50.9318524)
1110009280,B2607,2007/07/01,2019/06/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9558328 51.0488749)
1109708580,0244,2010/08/13,2018/11/29,11-651,Turn Control - Thru,900x900,Flat Sheet,As-built,,POINT (-114.0629299 51.0493591)
1109540732,0335,2003/01/01,2023/05/26,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.076248 51.046974)
1110244701,B0029,2020/10/15,2020/10/19,14-308,Pedestiran Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0688229 51.0342055)
1110141291,0404,2017/12/03,2018/03/05,11-647,Turn Control - Thru + Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0715609 51.0427185)
1110115967,B2899,2017/12/21,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0554171 51.0160228)
1109355758,B2627,2007/07/01,2019/07/12,14-302,Pedestrian Crosswalk Ahead,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.1155949 51.0303159)
1109353851,B2631,2005/06/24,2019/07/09,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0815067 51.0264427)
1110041068,0688,2016/12/08,2023/11/14,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0718536 50.9759966)
1110005630,B2515,2015/07/13,2019/06/26,14-308,,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0690362 51.1105216)
1109355651,0504,2007/11/14,2011/12/13,11-005,YOSG,750x900,Flat Sheet,As-built,Trunk,POINT (-113.9299736 51.037841)
1109591531,0973,2009/06/11,2018/03/15,11-804,No Left Turn,900x900,Flat Sheet,As-built,Arm,POINT (-114.2106375 51.1223146)
1109354765,0249,2006/03/19,2016/06/06,11-805,Left Turn Prohibited Except CT,900x900,Flat Sheet,As-built,Arm,POINT (-114.0515931 51.0534941)
1109639799,B2763,2011/02/03,2019/05/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0715235 51.0368254)
1110181977,0511,1990/01/01,2018/09/11,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0716134 51.0295955)
1110420736,1500,2023/11/20,2023/11/20,SPECIAL,Fire Truck Entering,900x900,Flat Sheet,Active,Arm,POINT (-113.9096853 51.041776)
1110239705,0956,2020/01/22,2020/03/02,11-650,Turn Control - Left + Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.1627403 51.1573767)
1110067102,0168,1998/09/16,2017/03/14,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0016535 51.0735729)
1109707927,0428,2000/06/29,2021/07/02,11-245,One Way - Arrow Right,450x1350,Flat Sheet,Active,,POINT (-114.0913446 51.0430834)
1110045440,0069,2005/05/14,2016/11/28,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Trunk,POINT (-114.1412843 51.0990294)
1109353829,0242,2016/02/21,2022/12/13,11-814,No Left Turn- 0700-0830,900x900,Flat Sheet,As-built,Arm,POINT (-114.0859444 51.0539561)
1110085512,,2017/05/28,2023/02/03,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9817243 50.979763)
1110202682,0465,2018/08/25,2018/12/19,,Transit Signal,,Flat Sheet,As-built,Arm,POINT (-113.981199 51.0378244)
1110036304,0145,2017/04/06,2017/05/04,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9584297 51.0813359)
1109354540,B2520,2005/10/26,2019/07/25,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2107112 51.0920204)
1110384192,1156,2022/09/28,2022/09/28,11-654,Turn Control - Dual Left,900x900,Flat Sheet,Active,Arm,POINT (-114.1509384 51.0660219)
1109624168,0972,2010/09/10,2014/02/13,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2087901 51.1238487)
1110012732,,2001/01/01,2016/06/10,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0597606 50.9857287)
1109355770,0474,2001/06/06,2018/02/23,11-244,One way - Arrow right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0607861 51.0403803)
1110151695,B2710,2018/07/12,2019/04/05,14-508,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-114.0945671 51.0333179)
1110278047,B0033,2020/08/10,2020/08/10,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.210788 51.1208347)
1109690108,1029,2011/08/30,2018/09/04,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0076108 50.9634287)
1110019695,B2840,2016/09/02,2021/04/16,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2416941 51.118651)
1110070843,0207,2002/03/14,2017/04/10,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0277693 51.0663125)
1109355031,0460,1994/12/11,2019/04/25,13-163,AWF - Prepare To Stop,1500x1500,Other,As-built,Arm,POINT (-114.0083603 51.0369127)
1110372336,0366,2022/09/13,2023/08/22,11-225,No Right Turn On Red,600x900,Flat Sheet,As-built,Arm,POINT (-114.1409844 51.0449605)
1110058618,B2858,2021/08/30,2021/09/14,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1140214 51.0086663)
1110216611,B2536,2019/05/22,2020/02/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-114.0713536 51.098594)
1110049701,0090,2016/11/24,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9584291 51.0856865)
1110233080,1194,2019/09/25,2019/09/25,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-114.2170922 51.0670147)
1110120676,0669,2004/07/10,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0295069 50.9870775)
1109356101,0666,2000/04/17,2018/05/10,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0501395 50.9810039)
1110335607,0800,2021/10/04,2023/07/27,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0245861 50.8775362)
1110019662,B2848,2016/11/16,2019/05/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0484815 51.0533204)
1110464351,B0105,2024/01/08,2024/02/27,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1411511 51.1790263)
1110155363,0860,2012/11/01,2018/05/22,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.958056 50.9310943)
1110134935,B2774,2018/06/08,2019/10/17,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0152912 50.9699964)
