UNITID,MISTNO,INSTDATE,MODIFIED_DT,SIGN_CODE,SIGN_DSCRN,SIGN_SIZE,SIGN_TYPE,STATUS_CD,SUPPORT_TYPE,POINT
1110215796,0852,2004/09/28,2019/03/21,11-806,Right Turn Prohibited,900x900,Flat Sheet,As-built,Arm,POINT (-113.9732138 50.9318829)
1110400722,0311,2022/10/17,2022/10/25,11-646,Turn Control - Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0650693 51.0483824)
1110120853,0906,2008/09/08,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9466147 51.1106134)
1110171729,0478,2020/07/29,2022/05/30,11-649,Turn Control - Left + Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0764353 51.0437794)
1110029074,0747,2017/06/25,2017/09/27,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0750051 50.9215918)
1109597427,B2761,2010/03/22,2019/05/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9522993 51.1106762)
1110223577,0575,2019/06/15,2020/01/20,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.1409812 51.012594)
1110009108,B2571,2005/07/01,2019/07/02,14-302,Pedestrian Crosswalk Ahead,900x900,Flat Sheet,As-built,Streetlight,POINT (-113.9479348 51.0714874)
1110026636,0809,2004/01/15,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0674702 51.1604027)
1109353737,0289,1990/01/01,2021/02/25,11-745,Turn Control - Arrow Left,900x900,Varicom,Active,Arm,POINT (-114.06267 51.0503702)
1110101649,B2900,2017/12/19,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.0446354 51.1652607)
1109767585,B2772,2013/10/30,2019/05/16,14-308,Pedestrian Crosswalk,600x900,Flat Sheet,Active,Trunk,POINT (-114.1556971 51.1187806)
1109708388,0376,,2013/05/17,11-245,One Way - Arrow Right,450x1350,Flat Sheet,Active,,POINT (-114.0680078 51.0448211)
1109708785,0419,2001/01/01,2016/11/24,11-244,One way - Arrow Left,450x1350,Flat Sheet,As-built,Arm,POINT (-114.058253 51.0412298)
1109597034,1017,2009/10/26,2020/06/12,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.969929 51.165147)
1110155520,0778,2018/05/17,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0434018 50.8758278)
1109803666,0942,2014/10/21,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0712257 51.1601387)
1110330473,1250,2021/12/02,2021/12/06,11-245,One Way - Arrow Right Except Bicycles,1350x450,Flat Sheet,Active,Arm,POINT (-114.0600266 51.0501748)
1109633753,0032,2010/11/27,2024/01/30,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9739224 51.1120496)
1110291403,B0042,2021/09/09,2021/10/04,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.116619 51.0710836)
1110401541,B0065,2023/01/09,2023/07/20,11-250,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0882793 51.1687618)
1110012649,2619,2007/01/01,2016/10/25,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.094648 51.0395278)
1110277757,0058,2020/06/29,2022/09/14,11-240,Do Not Enter,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0013228 51.092831)
1110136606,0910,2018/04/30,2018/08/24,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0983845 50.9030189)
1109750334,B2566,2008/06/02,2019/06/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.086181 51.0788247)
1110283612,1039,2019/10/22,2020/06/02,11-225,No Right Turn on Red,600x900,Flat Sheet,As-built,Arm,POINT (-114.0514184 51.0489307)
1109356745,0290,,2012/06/07,11-801,Stop Line Sign - Arrow Right,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0830127 51.0498344)
1110048277,0622,2016/11/22,2019/12/30,11-005,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0679099 50.9977161)
1110222399,B0022,2020/01/27,2024/01/19,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0741281 51.1598334)
1109355800,B2657,2002/06/05,2021/02/25,14-302,Pedestrian Crosswalk Ahead,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0772978 50.9764226)
1109355675,0079,1989/09/25,2023/04/18,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Trunk,POINT (-114.0949817 51.0831574)
1110466716,0627,2000/01/01,2023/11/10,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.17121 51.0171292)
1110029083,0747,2017/06/25,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0746955 50.9213255)
1110128233,0707,1989/09/25,2018/01/04,SPECIAL,Turn Control - Arrow Left + Thru,750x900,Flat Sheet,As-built,Arm,POINT (-114.071367 50.9609372)
1110061858,B2880,2017/12/19,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1250766 51.1679583)
1109803468,0740,2023/03/19,2023/11/24,,Left Turn Restriction M-F AM,600x900,Flat Sheet,As-built,Trunk,POINT (-114.0693878 50.939632)
1109356165,0603,2004/08/04,2012/12/14,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0637518 51.0015004)
1109625719,0667,2004/07/26,2018/06/18,11-005,YOSG,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0396893 50.9873524)
1110235144,0329,2022/04/07,2022/04/19,11-651,Turn Control - Thru Except CT,900x900,Flat Sheet,Active,Arm,POINT (-114.0580096 51.0474299)
1110263383,0280,2021/10/02,2021/10/27,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-113.9557015 51.0531623)
1110020012,0773,2015/12/08,2016/12/12,SPECIAL,Bike Use Pedestrian Signal,450x600,Flat Sheet,As-built,Trunk,POINT (-114.0126319 50.9650822)
1110028811,0836,2016/09/03,2022/09/13,11-225,No Right Turn On Red,600x900,Flat Sheet,As-built,Pedestal,POINT (-114.0700283 50.9128923)
1109630013,0421,2015/06/02,2017/04/27,11-245,ONE WAY EXCEPT BICYCLES,600x1350,Flat Sheet,As-built,Arm,POINT (-114.0632616 51.0415569)
1110155619,B2577,2018/09/12,2019/05/22,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1646972 51.1090296)
1109754072,2516,1994/10/01,2016/04/26,14-302,Pedestrian Crosswalk Ahead,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.2020303 51.1095424)
1110140849,B2766,2018/05/09,2019/05/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9821848 50.9344605)
1110403435,0807,2022/11/22,2022/11/24,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Arm,POINT (-114.2090955 51.1266444)
1110070947,189SS,1971/01/01,2017/04/12,11-645,Turn Control - 11-647,900x900,Flat Sheet,As-built,Arm,POINT (-114.0259718 51.0668286)
1109629312,0212,2009/11/01,2016/12/05,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9349301 51.0670334)
1110366429,1255,2022/07/02,2022/09/08,11-801,Stop Line - Arrow Right,,Flat Sheet,Active,Pedestal,POINT (-114.0706221 50.9031752)
1110026540,0224,2014/12/11,2022/07/12,11-649,Turn Control - Left + Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0544439 51.0584488)
1110085868,0703,2009/06/20,2018/06/11,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.031536 50.9680108)
1109624240,0862,2009/05/14,2017/02/22,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9581674 50.9343989)
1110277712,0384,2020/07/22,2020/11/09,11-646,Turn Control - Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0250619 51.0378915)
1110018871,B2676,2015/11/17,2019/06/26,14-320,TAC Pedestrian Corridor,900x1200,Other,Active,Arm,POINT (-114.1090834 50.9387149)
1110259268,B2714,2018/09/27,2019/12/10,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.048063 51.1527628)
1110004415,0113,2010/02/18,2016/04/18,11-804,Left Turn Phohibited,900x900,Flat Sheet,As-built,Arm,POINT (-114.1964968 51.1259461)
1109984804,0415,1991/01/01,2023/08/10,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0713384 51.041693)
1109699234,B2746,2008/06/02,2019/05/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-113.9638187 51.0527193)
1110081122,0095,2017/08/23,2018/08/24,SPECIAL,Bus Priority Signal,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0925856 51.0828615)
1109626352,B2762,2010/09/07,2019/05/30,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0453378 50.9294571)
1110213029,B0025,2019/04/04,2019/12/03,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.0945613 50.8993522)
1110041091,B2608,2017/01/26,2019/07/02,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-113.9507932 51.0452541)
1110026786,,2013/09/08,2016/08/23,11-652,Turn Control - Dual Left + Thru,900x900,Flat Sheet,As-built,Arm,POINT (-113.9813582 51.0569882)
1110009848,0344,,2022/12/14,SPECIAL,CT - No Turn On Red,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0556902 51.0464286)
1110035432,0447,2016/07/25,2022/06/10,SPECIAL,Bike Signal,600x750,Flat Sheet,As-built,Trunk,POINT (-114.1110965 51.0379033)
1110011849,2602,1994/12/01,2016/06/06,14-318,Pedestrian Corridor,750x3000,Other,As-built,,POINT (-114.1043662 51.047203)
1110109329,0143,2012/10/27,2019/09/25,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9815823 51.0816085)
1110036231,B2818,2016/12/21,2019/05/06,14-308,Pedestriamn Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1818355 51.0866346)
1110109375,0143,2012/10/27,2017/09/25,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9818056 51.0813794)
1110043541,0268,2018/07/23,2023/04/25,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0319646 51.0474073)
1109735704,0102,2012/07/09,2015/11/30,11-810,No Turns,900x900,Flat Sheet,Active,Arm,POINT (-114.164879 51.105491)
1109985769,417,2015/06/02,2017/07/24,11-244,ONE WAY EXCEPT BICYCLES,600*1350,Flat Sheet,As-built,,POINT (-114.0658215 51.041387)
1110004586,B2504,2015/10/29,2019/06/26,14-307,Pedestrian Corridor,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.0830298 51.1177611)
1110333322,B0054,2023/09/21,2023/09/28,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.1674682 51.0327806)
1110403359,B0018,2023/03/21,2023/03/21,14-320,TAC Overhead Flasher,900x1200,Other,Active,Arm,POINT (-114.0540786 51.161204)
1110145071,0222,1975/01/01,2018/03/22,11-944,Lne Reversal M-F 0700-0830,900x900,Flat Sheet,As-built,Arm,POINT (-114.0624795 51.0616593)
1109632968,0204,2017/11/12,2018/12/11,11-005,YOSG,750X900,Flat Sheet,As-built,Pedestal,POINT (-114.0427947 51.0670011)
1110265485,0138,1979/01/01,2020/02/05,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0297115 51.0813567)
1110331765,0223,2021/09/25,2021/10/04,11-646,Turn Control - Right,900x900,Flat Sheet,Active,Arm,POINT (-113.9582032 51.0741349)
1109999512,1047,2011/10/11,2016/05/09,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.094859 51.0442812)
1109708050,0318,2001/01/01,2017/04/18,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0837507 51.0479147)
1110035209,0375,2017/01/14,2018/02/15,11-654,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0705512 51.0447273)
1110335360,B2502,2021/11/18,2024/02/02,14-320,TAC Overhead Flasher,900x1200,Other,As-built,Arm,POINT (-114.0800126 51.1285398)
1110009064,B2571,,2019/07/02,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9472211 51.0715521)
1109356972,0418,2015/06/02,2017/04/26,11-244,ONE WAY EXCEPT BICYCLES,600x1350,Flat Sheet,As-built,Arm,POINT (-114.0608938 51.0412772)
1110031417,0915,2006/02/27,2016/09/20,17-110,Yield On Solid Green,750x900,Flat Sheet,As-built,Pedestal,POINT (-114.0062456 51.1508081)
1110241296,0331,2019/10/23,2019/10/29,11-225,No Right Turn On Red,600x900,Flat Sheet,Active,Trunk,POINT (-114.0524639 51.0472158)
1110155798,B2532,2018/12/17,2019/05/06,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.080259 51.0932178)
1110244713,B0029,2020/10/15,2020/10/19,14-307,Pedestiran Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.0686534 51.034214)
1109980952,0980,2016/02/02,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9492511 50.9103215)
1110375380,B2690,2022/05/18,2022/06/08,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1357441 50.9766397)
1109757033,B2616,2005/07/01,2019/02/19,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0948178 51.0546989)
1110181976,0312,2000/01/01,2018/09/10,11-951,Reserved Lane 15:30-18:00 M-F,900x1500,Flat Sheet,As-built,Arm,POINT (-114.0627167 51.0487852)
1110131079,0853,2019/01/25,2019/05/13,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1320107 50.9613066)
1110105812,0190,2017/08/24,2018/11/28,SPECIAL,Bike Signal,900x1200,Flat Sheet,As-built,Trunk,POINT (-114.1642696 51.0728079)
1110211843,0469,2018/09/06,2019/02/19,,Reserved Lane,,Flat Sheet,As-built,Arm,POINT (-113.9617039 51.0378318)
1110036559,B2835,2016/12/21,2019/03/20,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.0828524 50.9141211)
1110066297,1142,2017/05/28,2017/05/30,SPECIAL,Bus Priority Signal,600x750,Flat Sheet,Active,Trunk,POINT (-113.9815162 50.978649)
1110085513,,2017/05/28,2023/02/03,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9817242 50.9797908)
1109355347,0950,2005/11/28,2013/08/27,NONILL,No Left Turn,900X900,Flat Sheet,Active,,POINT (-114.1778742 51.1114062)
1110321408,0420,2022/11/18,2022/12/20,11-649,Turn Control - Left + Right,900x1200,Flat Sheet,Active,Arm,POINT (-114.0536712 51.0411867)
1109801006,0484,2014/12/19,2016/01/28,,Bike Signal,600x750,Flat Sheet,Active,Trunk,POINT (-114.0857672 51.0555314)
1110349822,0851,2018/10/22,2021/11/12,SPECIAL,Reserved Lane,,Flat Sheet,As-built,Arm,POINT (-113.9811343 50.9503473)
1109540262,1011,2008/11/05,2013/05/09,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0915275 51.1429094)
1109707955,0370,2001/01/01,2016/09/15,11-651,Turn Control - Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.0885217 51.0453058)
1110089253,B2863,2017/12/15,2019/12/30,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1147071 51.0161167)
1109799496,B2788,2014/10/08,2019/05/16,14-320,TAC Pedestrian Corridor,900x1200,Flat Sheet,As-built,Arm,POINT (-114.1481937 51.0378165)
1110009857,0344,2004/07/01,2016/05/26,SPECIAL,Caution Watch For C-Train,,Flat Sheet,As-built,Pedestal,POINT (-114.0553574 51.0461018)
1110215532,B0006,2019/06/20,2019/12/09,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.121579 50.9410961)
1110216613,B2536,2019/05/22,2020/02/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-114.0716668 51.0985807)
1109775284,0998,2013/11/29,2018/06/06,11-654,Turn Control - Dual Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0284194 51.1542533)
1110416505,B0076,2023/07/21,2023/10/27,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.1255244 50.9739733)
1110333234,B0045,2022/01/26,2022/02/08,14-320,TAC Overhead Flasher,900x1200,Other,Active,Arm,POINT (-113.9482817 50.8991533)
1110007851,0546,2000/01/01,2023/08/17,11-244,One Way - Arrow Left,900x900,Flat Sheet,As-built,Trunk,POINT (-114.1171172 51.0238091)
1109991722,B2815,2016/04/14,2019/05/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.2048904 51.1248386)
1109540204,0413,1995/07/25,2013/05/17,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0814641 51.0420454)
1110006556,1074,2015/02/04,2016/05/03,11-654,Turn Control - Dual Left,900X900,Flat Sheet,Active,Arm,POINT (-114.1467394 51.1678549)
1110008157,0545,2016/05/07,2016/05/12,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,Active,Pedestal,POINT (-114.1186085 51.0240003)
1110289207,0879,2020/04/22,2020/08/11,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Arm,POINT (-113.9585557 50.9849521)
1110184769,1110,2014/05/02,2018/09/24,SPECIAL,No Right Turn Tunnel Closed,,LED,As-built,Pedestal,POINT (-113.9819161 51.1405277)
1110212967,B0009,2019/04/29,2019/08/28,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-113.9787827 50.8797469)
1110388817,0877,2022/09/06,2023/08/03,11-645,Turn Control - Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9584657 50.9942775)
1109749543,B2510,2016/09/08,2019/07/02,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0645368 51.1133093)
1110303235,B2514,2021/01/18,2021/04/13,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0758459 51.1114847)
1110007994,0201,2008/07/21,2018/10/03,11-2500,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0627737 51.0669403)
1110026508,0020,2017/02/14,2017/02/27,11-652,Turn Control - Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0837167 51.1092858)
1109752286,B2684,2019/07/30,2020/11/04,14-320,TAC Overhead Flasher,900x1200,Other,As-built,Arm,POINT (-114.0478271 50.9045341)
1109602517,0119,2010/06/07,2017/11/29,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0387473 51.096107)
1109545848,0331,2009/10/16,2018/06/14,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0528957 51.0470989)
1110043503,B2606,2017/01/27,2019/06/26,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-113.9417271 51.0483991)
1110263411,0745,2019/07/29,2020/01/15,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,,POINT (-114.0322775 50.9309711)
1109356605,B2559,2014/03/04,2020/01/28,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0551038 51.0786174)
1109748877,B2527,2016/09/21,2019/07/12,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1234684 51.0908573)
1110070950,0208,1996/06/25,2017/04/12,17-125,Prepare To Stop Advance Warning,2500x1830,Other,As-built,Pedestal,POINT (-114.0264236 51.0652021)
1109682238,B2731,2012/02/01,2019/03/18,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.091547 50.979547)
1110265433,0675,2020/01/23,2020/06/16,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0948406 50.9722058)
1109354763,0249,2006/03/19,2016/07/13,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.051593 51.0534517)
1110054311,2817,2017/06/10,2017/12/04,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-113.9987809 50.9831278)
1110296604,0538,2020/11/20,2020/12/03,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1663166 51.0180542)
1110001924,1060,2018/03/02,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0020563 51.1567835)
1110342676,0976,2021/11/25,2022/02/22,,Bikes Use Pedestrian Signal,,Flat Sheet,Active,Trunk,POINT (-114.0761566 51.0507307)
1109356760,0396,1975/01/01,2018/03/19,11-647,Turn Control - Thru + Left,900X900,Flat Sheet,As-built,Arm,POINT (-114.0606291 51.0431813)
1110303270,0034,2020/12/30,2023/08/01,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9656208 51.1106374)
1110085617,B2895,2017/09/13,2019/04/29,14-307,Pedestrian Crosswwalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.1859668 51.088408)
1109986120,0336,2019/04/07,2019/07/04,,Bikes Use Pedestrian Display,450x600,Flat Sheet,As-built,,POINT (-114.0736851 51.0467124)
1110203212,1162,2018/08/30,2018/12/27,,No Right Turn,900x900,LED,As-built,Arm,POINT (-113.9756416 51.0380197)
1109709108,0431,2000/06/01,2013/05/17,11-245,One Way - Arrow Right,450x1350,Flat Sheet,Active,,POINT (-114.0839886 51.0429089)
1110100755,0657,2018/01/24,2019/12/30,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0160217 50.9757896)
1110127927,1161,2018/09/18,2019/02/04,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9558425 51.0378926)
1110143586,0466,2018/09/23,2020/10/28,SPECIAL,Turn Control - Shared Left/U-Turn,900x900,Flat Sheet,As-built,Trunk,POINT (-113.9703089 51.0378688)
1109355091,2599,2007/09/11,2016/05/20,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0507908 51.054533)
1110036456,0266,2016/11/19,2019/10/03,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Trunk,POINT (-114.0504491 51.0508782)
1109645323,0197,2007/05/27,2021/04/20,11-005,YOSG,750X900,Flat Sheet,As-built,Pedestal,POINT (-114.0896169 51.0668879)
1110202880,1096,2018/08/14,2023/08/29,,No U-Turn,900x900,Flat Sheet,As-built,Pedestal,POINT (-113.9567599 50.8794079)
1110060913,B2853,2017/07/04,2019/04/03,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0551685 50.9011786)
1109624573,0198,2020/05/04,2020/05/11,SPECIAL,Transit Signal,600x750,Flat Sheet,Active,Trunk,POINT (-114.0847373 51.0670914)
1109770402,1053,2013/08/01,2015/04/28,11-005,YOSG,750x900,Flat Sheet,As-built,,POINT (-114.0544243 51.1411606)
1109762670,B2583,2013/12/18,2019/06/26,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.1025601 51.0652553)
1109550705,B2661,2010/01/11,2019/07/02,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.065663 50.9721805)
1110154278,0697,2008/08/10,2018/10/03,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0712585 50.9650053)
