SEGMENT_ID,BUILT_STATUS,FULL_NAME,SPEED_LIMIT,CTP_CLASS,MULTILINESTRING,geometry
211554,Built,HIDDEN CREEK WY NW,40.0,Collector,"MULTILINESTRING ((-114.0963702 51.159622, -114.0964519 51.1596475, -114.0965289 51.1596701, -114.0966076 51.1596944, -114.0966776 51.1597138, -114.0967514 51.1597323, -114.0968349 51.1597502, -114.096934 51.159769600000004, -114.0970366 51.1597854, -114.0971498 51.159799))","MULTILINESTRING ((283497.71773401176 5672134.306335549, 283492.1257974261 5672137.381874844, 283486.848844144 5672140.121176571, 283481.46101854794 5672143.05448432, 283476.65843208577 5672145.417425905, 283471.5859883939 5672147.691511233, 283465.83264401776 5672149.927473578, 283458.99578930053 5672152.376158266, 283451.89740108605 5672154.434943581, 283444.0477011128 5672156.280389677))"
805350,Built,TEMPLE DR NE,50.0,Collector,"MULTILINESTRING ((-113.94745220000001 51.0849059, -113.9468887 51.0849061))","MULTILINESTRING ((293575.30074194295 5663399.675617719, 293614.7590027182 5663398.117266387))"
32722,Built,13 ST SW,40.0,Residential Street,"MULTILINESTRING ((-114.0937591 51.043249700000004, -114.0937678 51.0431279, -114.0937764 51.043006, -114.093785 51.0428841, -114.0937936 51.0427623))","MULTILINESTRING ((283136.05631777964 5659189.336025861, 283134.8774889334 5659175.8210604405, 283133.7051989555 5659162.294683711, 283132.53290679713 5659148.768307301, 283131.36107970425 5659135.253048277))"
122263,Built,LAWRENCE CO SW,40.0,Residential Street,"MULTILINESTRING ((-114.1180094 50.99281750000001, -114.1179102 50.99281690000001, -114.1178345 50.992817))","MULTILINESTRING ((281199.1204424497 5653654.507987025, 281206.0773799822 5653654.146686466, 281211.38887790707 5653653.932999911))"
37231,Built,MADIGAN DR NE,50.0,Collector,"MULTILINESTRING ((-113.9537412 51.0624383, -113.9534719 51.0624777, -113.9532026 51.0625171, -113.9529333 51.0625566, -113.952664 51.062596))","MULTILINESTRING ((293034.6676662512 5660919.520271846, 293053.7094923608 5660923.143376322, 293072.7512874353 5660926.766550386, 293091.7934975483 5660930.400911439, 293110.83523051214 5660934.024224678))"
28505,Built,46 ST SE,40.0,Residential Street,"MULTILINESTRING ((-113.9671762 51.0362905, -113.9671765 51.035904200000004, -113.9671768 51.0355179, -113.967177 51.0351316, -113.96717730000002 51.0347454))","MULTILINESTRING ((291976.2888347936 5658050.4382869, 291974.5369547071 5658007.492876284, 291972.7850837902 5657964.547467764, 291971.04023174325 5657921.601778835, 291969.28882727877 5657878.667491844))"
848139,Built,WESTHILLS WY SW,,Residential Street,"MULTILINESTRING ((-114.17375330000002 51.0124737, -114.17374770000002 51.012273, -114.17371070000002 51.0113678, -114.1737609 51.0106684, -114.1738351 51.01034))","MULTILINESTRING ((277382.3790168024 5656006.685752438, 277381.81011601957 5655984.357305818, 277380.0678512717 5655883.615741336, 277373.1963175205 5655806.0162273105, 277366.41911482846 5655769.732773805))"
43154,Built,WOOD VALLEY RD SW,40.0,Residential Street,"MULTILINESTRING ((-114.1378469 50.9382607, -114.1376759 50.9380515, -114.1375334 50.9378962, -114.1372937 50.9376836))","MULTILINESTRING ((279549.0803835126 5647648.601195524, 279560.10170962196 5647624.833520891, 279569.376290331 5647607.143049637, 279585.20734787575 5647582.792077963))"
239196,Built,VOYAGEUR DR NW,40.0,Residential Street,"MULTILINESTRING ((-114.1533409 51.088519700000006, -114.1533661 51.0885319, -114.153393 51.0885463, -114.1534205 51.0885628, -114.1534487 51.0885805, -114.15348 51.0886014, -114.1535031 51.0886199, -114.1535344 51.0886459, -114.1535594 51.0886704, -114.1535812 51.0886933, -114.1536049 51.088721, -114.1536183 51.0887382, -114.1536279 51.0887528))","MULTILINESTRING ((279176.0824912217 5664399.181727753, 279174.3762885403 5664400.613635847, 279172.56154825183 5664402.295220879, 279170.71480910794 5664404.21206441, 279168.8247808441 5664406.264413642, 279166.73296292155 5664408.681812143, 279165.2038195122 5664410.807791261, 279163.1363115498 5664413.792158266, 279161.5027416564 5664416.590861399, 279160.085590861 5664419.2020881, 279158.55829330627 5664422.352634187, 279157.70209099643 5664424.304979361, 279157.09954807034 5664425.956876594))"
29226,Built,LAKE ADAMS GR SE,40.0,Residential Street,"MULTILINESTRING ((-114.06336330000002 50.9425883, -114.062947 50.9432647, -114.0629338 50.9432898, -114.06293170000001 50.9433034, -114.0629344 50.9433181, -114.0629423 50.9433305, -114.0629556 50.9433446, -114.0629869 50.943363600000005, -114.0630207 50.9433758, -114.0630604 50.9433834, -114.0631086 50.9433848, -114.06362610000001 50.9433428))","MULTILINESTRING ((284800.9151355318 5647909.647302761, 284833.2786414463 5647983.627699127, 284834.3216800743 5647986.379544335, 284834.5319942811 5647987.885327994, 284834.4102644126 5647989.527406656, 284833.9126915223 5647990.928969649, 284833.043706113 5647992.535280802, 284830.9331377453 5647994.738855874, 284828.61557354894 5647996.193771816, 284825.8623787329 5647997.154525629, 284822.48355223355 5647997.450834062, 284785.9432459817 5647994.292143827))"
177626,Built,114 AV SE,,Industrial Arterial,"MULTILINESTRING ((-113.9714923 50.9504169, -113.9712627 50.9504169, -113.9710319 50.9504172, -113.9706101 50.9504175, -113.9702763 50.9504182, -113.9700731 50.9504192, -113.9698414 50.9504213, -113.9697183 50.9504227, -113.969448 50.9504265, -113.96906720000001 50.9504328, -113.9687384 50.9504382, -113.9684469 50.950443, -113.9682579 50.95044610000001, -113.9681344 50.9504481, -113.9679347 50.9504514, -113.9677252 50.9504548, -113.9675306 50.950458, -113.9673734 50.9504605, -113.9672285 50.9504625, -113.9669919 50.9504649, -113.9667912 50.9504665, -113.9666331 50.950467200000006, -113.9663902 50.9504676, -113.9660533 50.95046800000001, -113.9657632 50.950468400000005, -113.9655527 50.9504685, -113.9653927 50.9504685, -113.9653522 50.95046860000001, -113.9653175 50.9504687))","MULTILINESTRING ((291288.66105785745 5648515.845321345, 291304.78469798784 5648515.195360632, 291320.99395299365 5648514.5754052065, 291350.61616847257 5648513.414932701, 291374.06038423703 5648512.548116466, 291388.33456895436 5648512.084295124, 291404.61509111465 5648511.662164914, 291413.2660502648 5648511.469517112, 291432.26486685395 5648511.127257832, 291459.03473020566 5648510.750428489, 291482.1488629137 5648510.420754109, 291502.6409162457 5648510.129965018, 291515.92730287707 5648509.940115398, 291524.6090325314 5648509.813225814, 291538.6477187747 5648509.615412105, 291553.37505520834 5648509.401045557, 291567.0551439014 5648509.206611192, 291578.1056871833 5648509.04012233, 291588.2902257525 5648508.852841552, 291604.91617685545 5648508.450841394, 291619.01747351687 5648508.061426371, 291630.1231621831 5648507.692394913, 291647.1825802966 5648507.050380561, 291670.8431400128 5648506.142796876, 291691.2171750367 5648505.367553016, 291705.99996601423 5648504.783927221, 291717.2359520981 5648504.331894298, 291720.08050836483 5648504.228594554, 291722.5177601357 5648504.141681693))"
805992,Built,CRANSTON GA SE,,Collector,"MULTILINESTRING ((-113.9692865 50.8680803, -113.96921310000002 50.8680508, -113.9690143 50.8679546, -113.9689646 50.8679305, -113.9688915 50.867899, -113.9688067 50.8678601, -113.9687044 50.8678212, -113.9685816 50.8677675, -113.9683741 50.8676916, -113.9681899 50.8676287, -113.9679998 50.86756570000001, -113.9677426 50.867482300000006, -113.9675291 50.8674212, -113.9673274 50.8673619, -113.9670217 50.8672638))","MULTILINESTRING ((291075.0519079782 5639356.11913202, 291080.0835884055 5639352.631830179, 291093.63875367853 5639341.3745067725, 291097.0273305557 5639338.554623165, 291102.02899279015 5639334.845850698, 291107.8206566349 5639330.281306191, 291114.8434486509 5639325.667243401, 291123.24223613006 5639319.349847852, 291137.50039897667 5639310.324794143, 291150.1775846841 5639302.810930521, 291163.26942390716 5639295.269288726, 291180.9905897313 5639285.269959968, 291195.7372039905 5639277.873427078, 291209.66177076567 5639270.710423403, 291230.7293974046 5639258.939866078))"
34788,Built,41 AV SE,50.0,Residential Street,"MULTILINESTRING ((-114.0198923 51.01705400000001, -114.0196196 51.0170535, -114.01945220000002 51.017053, -114.0191408 51.0170529))","MULTILINESTRING ((288193.4487950935 5656062.1260179365, 288212.569219087 5656061.286263441, 288224.3056296774 5656060.749341806, 288246.1416625814 5656059.842907859))"
146697,Built,47 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.1143909 51.01118650000001, -114.1151002 51.0111815))","MULTILINESTRING ((281539.3412984323 5655685.844124962, 281489.5737534333 5655687.392256138))"
843212,Built,LIVINGSTON WY NE,40.0,Collector,"MULTILINESTRING ((-114.0542096 51.1855833, -114.0544561 51.1854219, -114.0547767 51.1852105, -114.05504 51.18504490000001, -114.0551723 51.1849752, -114.05530410000001 51.1849191))","MULTILINESTRING ((286565.013494199 5674897.174921717, 286547.0449703382 5674879.947561134, 286523.667928539 5674857.376863711, 286504.50591835787 5674839.731525276, 286494.94001648366 5674832.367143111, 286485.4719026983 5674826.513284646))"
183255,Built,MARTINVALLEY RD NE,40.0,Residential Street,"MULTILINESTRING ((-113.9523303 51.123532, -113.95225880000001 51.1235603, -113.9521904 51.123587, -113.9521102 51.1236189, -113.9520281 51.1236525, -113.9519457 51.1236871, -113.9518929 51.1237084, -113.9518491 51.1237277, -113.9518129 51.1237426))","MULTILINESTRING ((293406.09444807936 5667707.612382301, 293411.22315267264 5667710.557787155, 293416.12782331975 5667713.334024783, 293421.88126506447 5667716.655232055, 293427.77521690156 5667720.160106244, 293433.69461262727 5667723.77531927, 293437.4837322869 5667725.995047718, 293440.634254433 5667728.017706287, 293443.2334175821 5667729.572542134))"
219549,Built,TUSCANY VALLEY HL NW,40.0,Residential Street,"MULTILINESTRING ((-114.2491335 51.13108700000001, -114.2492988 51.1314832))","MULTILINESTRING ((272678.45400868787 5669423.186242121, 272668.83850312757 5669467.7422037))"
35447,Built,18 ST NW,40.0,Residential Street,"MULTILINESTRING ((-114.1024561 51.054444, -114.1024564 51.0545587))","MULTILINESTRING ((282579.0015853985 5660459.466555904, 282579.5180917386 5660472.218717445))"
29771,Built,QUEENSLAND DR SE,50.0,Collector,"MULTILINESTRING ((-114.0268965 50.9379018, -114.0267408 50.9380414, -114.0265852 50.9381811, -114.0264295 50.9383207, -114.0262738 50.9384604))","MULTILINESTRING ((287340.79617153114 5647282.842292882, 287352.37018867966 5647297.9126863815, 287363.93757392105 5647312.994509646, 287375.511462978 5647328.064951767, 287387.08574435057 5647343.146535275))"
85148,Built,22 AV NE,50.0,Collector,"MULTILINESTRING ((-113.9382441 51.0726196, -113.9377633 51.0726202, -113.9372824 51.0726207, -113.9368015 51.0726212, -113.9363206 51.072621700000006))","MULTILINESTRING ((294165.52487419173 5662007.961572461, 294199.20308671624 5662006.683735551, 294232.8878617183 5662005.394721928, 294266.5726390489 5662004.1059287, 294300.25741870573 5662002.817355877))"
181464,Built,3 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.1420686 51.0505517, -114.1422946 51.0505516, -114.1425206 51.0505515, -114.1427466 51.0505514, -114.1429726 51.0505513))","MULTILINESTRING ((279785.05283452256 5660144.50812505, 279769.2162570298 5660145.173101392, 279753.3796801881 5660145.838126428, 279737.5431039992 5660146.503200163, 279721.7065284614 5660147.168322593))"
272485,Built,SARCEE RD SW,50.0,Collector,"MULTILINESTRING ((-114.1320454 51.020637, -114.132092 51.0205862, -114.1321768 51.0204959, -114.1324707 51.0201836, -114.1326925 51.0199431, -114.1329143 51.0197025, -114.13306950000002 51.0195362))","MULTILINESTRING ((280345.89971931034 5656788.962176811, 280342.39205563325 5656783.453752097, 280336.0191270886 5656773.668070546, 280313.93477562896 5656739.826477782, 280297.245243891 5656713.751853888, 280280.5550824329 5656687.666163098, 280268.88611149543 5656669.641709693))"
46950,Built,PASADENA GD NE,40.0,Residential Street,"MULTILINESTRING ((-113.9327963 51.0769776, -113.9334391 51.0769795))","MULTILINESTRING ((294566.4030786525 5662477.238772717, 294521.39355935575 5662479.244522123))"
189729,Built,JAMES MCKEVITT RD SW,,Arterial Street,"MULTILINESTRING ((-114.1001533 50.9112639, -114.1001528 50.9111593, -114.1001518 50.9110668, -114.1001547 50.910973, -114.1001534 50.9108831))","MULTILINESTRING ((282070.5381103811 5644535.37220558, 282070.08442228934 5644523.742474571, 282069.72242342355 5644513.456408578, 282069.08024742536 5644503.037346003, 282068.7514851693 5644493.039432678))"
42301,Built,DOVERCROFT RD SE,40.0,Residential Street,"MULTILINESTRING ((-113.9875104 51.0190946, -113.98706590000002 51.0188144))","MULTILINESTRING ((290473.3943569892 5656196.364122442, 290503.2995372368 5656163.949127172))"
878489,Built,DEERFOOT TR SE,,Skeletal Road,"MULTILINESTRING ((-114.01715640000002 51.0480129, -114.0171782 51.0480458, -114.0172126 51.048100100000006))","MULTILINESTRING ((288526.34641238186 5659496.031627155, 288524.9686618497 5659499.751819491, 288522.80546713114 5659505.887295596))"
89944,Built,MACLEOD TR SW,,Urban Boulevard,"MULTILINESTRING ((-114.0664602 51.011268, -114.0663938 51.0114107, -114.0663253 51.0115624, -114.0662797 51.011662, -114.066242 51.0117458, -114.0662213 51.0117886))","MULTILINESTRING ((284901.170292236 5655553.840423239, 284906.4875918897 5655569.510604976, 284911.9937999366 5655586.17519726, 284915.6528157935 5655597.114661021, 284918.6846494274 5655606.320695296, 284920.33447091654 5655611.018364836))"
881862,Built,DEERFOOT TR SE,,Skeletal Road,"MULTILINESTRING ((-113.9754602 50.9010673, -113.975563 50.90031870000001))","MULTILINESTRING ((290788.63126998907 5643040.811180052, 290778.0473306402 5642957.879896673))"
54245,Built,EXSHAW RD NW,40.0,Residential Street,"MULTILINESTRING ((-114.10802510000002 51.0742766, -114.1080337 51.0744447, -114.1080515 51.0744908, -114.10809700000001 51.0745305, -114.1081704 51.07456870000001, -114.1084764 51.0747243))","MULTILINESTRING ((282281.9276085994 5662680.73352847, 282282.1147194433 5662699.446784862, 282281.08457906765 5662704.624420405, 282278.0844035592 5662709.172514144, 282273.1232016175 5662713.6363983145, 282252.4231955211 5662731.839953767))"
286066,Built,MAHOGANY VW SE,40.0,Residential Street,"MULTILINESTRING ((-113.9376825 50.9014469, -113.9381571 50.9016831, -113.9386318 50.90191930000001))","MULTILINESTRING ((293446.0692077748 5642976.564619072, 293413.75111525063 5643004.1523002405, 293381.42633762653 5643031.740472617))"
92549,Built,MILLSIDE DR SW,40.0,Residential Street,"MULTILINESTRING ((-114.0777316 50.919837400000006, -114.0776574 50.9198011, -114.07755680000001 50.9197486, -114.0775059 50.9197179, -114.077462 50.9196829, -114.0774192 50.9196485, -114.0773798 50.9196135, -114.0773649 50.9195912))","MULTILINESTRING ((283686.16924535495 5645422.476524681, 283691.21482492296 5645418.223453856, 283698.04037048283 5645412.092018355, 283701.47466460767 5645408.529840786, 283704.39712386695 5645404.510166184, 283707.2450746591 5645400.560420927, 283709.85132827447 5645396.5539466515, 283710.7948910218 5645394.031173552))"
245002,Built,38 ST SE,50.0,Residential Street,"MULTILINESTRING ((-113.9807908 50.9559639, -113.9808269 50.955937, -113.98085760000001 50.9559105, -113.9808848 50.9558797, -113.9809098 50.9558431, -113.980928 50.9558072, -113.9809405 50.9557477, -113.9809451 50.9556918, -113.9809496 50.9555868, -113.9809542 50.95549, -113.98095650000002 50.9553947, -113.9809554 50.9552874, -113.9809554 50.9552159))","MULTILINESTRING ((290660.6137836502 5649158.880583911, 290657.9580264576 5649155.992573079, 290655.68323390884 5649153.133697547, 290653.63486329955 5649149.786844415, 290651.7148887322 5649145.788947297, 290650.2755320675 5649141.849560263, 290649.13029733626 5649135.270329167, 290648.55596001144 5649129.06888231, 290647.76787797094 5649117.408610482, 290647.0096427322 5649106.660232526, 290646.4196508427 5649096.072080899, 290646.014443237 5649084.140210905, 290645.6929624523 5649076.191419302))"
33243,Built,SOUTHDALE PL SW,40.0,Residential Street,"MULTILINESTRING ((-114.0924456 50.9547861, -114.0927909 50.9547879, -114.0931362 50.9547896, -114.0934814 50.9547914, -114.09382670000001 50.9547931))","MULTILINESTRING ((282815.20350891 5649350.95763067, 282790.9660834293 5649352.175129057, 282766.72819489415 5649353.381624213, 282742.4977980479 5649354.599055322, 282718.259916376 5649355.8057778925))"
235225,Built,EVERWILLOW CL SW,40.0,Residential Street,"MULTILINESTRING ((-114.1009175 50.91307780000001, -114.100918 50.9126712, -114.1009179 50.9126284, -114.1009222 50.9126128, -114.1009301 50.9125942, -114.1009399 50.9125786, -114.1009547 50.9125634, -114.10097370000001 50.9125482, -114.100997 50.9125342, -114.101021 50.9125237, -114.1010486 50.9125155, -114.101075 50.9125092, -114.1011021 50.9125057, -114.1011311 50.9125043, -114.1019063 50.9125046, -114.1025986 50.9125052))","MULTILINESTRING ((282025.3075234606 5644739.279371969, 282023.371697037 5644694.079623682, 282023.1786534244 5644689.32130451, 282022.8035250493 5644687.599779117, 282022.1613637266 5644685.555386302, 282021.39969318826 5644683.850114873, 282020.2884904009 5644682.204087396, 282018.88210947026 5644680.570472349, 282017.17913169385 5644679.082968026, 282015.4433181896 5644677.986623677, 282013.465246429 5644677.156607362, 282011.58039261296 5644676.534265986, 282009.65943156113 5644676.22526663, 282007.6147546907 5644676.155337732, 281953.13478243025 5644678.480032796, 281904.48246698 5644680.59352654))"
108429,Built,EDGEPARK BV NW,50.0,Collector,"MULTILINESTRING ((-114.1572994 51.1356812, -114.1573604 51.1355244, -114.1574253 51.1353733, -114.1574911 51.1352374, -114.1575313 51.1351414))","MULTILINESTRING ((279124.0461479331 5669654.024006942, 279119.0309678548 5669636.775717447, 279113.77020159457 5669620.1728205085, 279108.5190399332 5669605.262424006, 279105.24892308586 5669594.710825839))"
878408,Built,10 AV SW,,Arterial Street,"MULTILINESTRING ((-114.1080357 51.0446289, -114.1084307 51.0446302))","MULTILINESTRING ((282141.9852688371 5659384.811989183, 282114.30950122676 5659386.12544577))"
91803,Built,SUPERIOR AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.10802750000002 51.0412967, -114.108354 51.041381, -114.1085337 51.0414294, -114.1086535 51.0414562, -114.1087626 51.0414764, -114.1089469 51.0415087))","MULTILINESTRING ((282126.9185125979 5659014.345759856, 282104.4312617012 5659024.683652881, 282092.0641030201 5659030.596138521, 282083.79368024087 5659033.930081261, 282076.24219435937 5659036.498642212, 282063.47710556653 5659040.634970862))"
151673,Built,MARTHAS MEADOW LI NE,40.0,Residential Street,"MULTILINESTRING ((-113.9642143 51.1236152, -113.9639394 51.1236151, -113.9636645 51.123615))","MULTILINESTRING ((292575.02287601994 5667750.312047175, 292594.25529670785 5667749.525648126, 292613.4877184945 5667748.739321065))"
44711,Built,CENTRE ST S,40.0,Residential Street,"MULTILINESTRING ((-114.0635585 51.0378322, -114.0635739 51.0376234, -114.0635892 51.0374147, -114.0636046 51.0372059, -114.06362 51.0369971))","MULTILINESTRING ((285227.5457710426 5658498.542424998, 285225.50035796274 5658475.374779645, 285223.4624098987 5658452.217960691, 285221.41698315024 5658429.05031726, 285219.37154955335 5658405.882674795))"
33884,Built,BRACEWOOD DR SW,40.0,Residential Street,"MULTILINESTRING ((-114.115383 50.9518016, -114.1153873 50.9520235, -114.1153917 50.9522453, -114.115396 50.9524671, -114.1154003 50.952689))","MULTILINESTRING ((281190.594216506 5649087.003741194, 281191.33498556627 5649111.684904286, 281192.0682688834 5649136.355247935, 281192.80858043814 5649161.025295409, 281193.5493680863 5649185.706460424))"
758220,Built,WALCREST WY SE,40.0,Residential Street,"MULTILINESTRING ((-114.0095288 50.8645834, -114.0097122 50.8645511))","MULTILINESTRING ((288228.19510192284 5639082.048957681, 288215.14574617555 5639078.984360844))"
219421,Built,GARRISON GA SW,40.0,Collector,"MULTILINESTRING ((-114.114325 51.0225451, -114.1143122 51.02257850000001, -114.1142961 51.0226272, -114.1142794 51.0226855, -114.1142664 51.0227448, -114.1142577 51.0228068, -114.1142536 51.0228637, -114.1142511 51.0229059, -114.1142512 51.0229694, -114.1142515 51.0230944, -114.1142513 51.0231824))","MULTILINESTRING ((281597.36878183426 5656948.383045607, 281598.4232931037 5656952.058162768, 281599.78112174035 5656957.4243942415, 281601.22615678224 5656963.856078443, 281602.4164705437 5656970.409905559, 281603.3179893691 5656977.276643735, 281603.87300402625 5656983.590056694, 281604.2467159721 5656988.274015908, 281604.5382875218 5656995.333606133, 281605.1050159656 5657009.230743338, 281605.5328239628 5657019.013108626))"
121398,Built,CANYON MEADOWS DR SE,,Parkway,"MULTILINESTRING ((-114.0230292 50.931716, -114.0200639 50.9316671, -114.0199635 50.9316671, -114.0198723 50.931667600000004, -114.01978170000001 50.9316684, -114.0196741 50.9316711, -114.0195782 50.9316739, -114.0194887 50.931679, -114.019366 50.93168450000001, -114.019257 50.9316924, -114.0191212 50.9317023, -114.0190296 50.9317097, -114.0189029 50.9317231, -114.0187736 50.9317377, -114.0186512 50.931753, -114.01852910000001 50.9317687, -114.01842140000001 50.9317852, -114.0183482 50.931796000000006))","MULTILINESTRING ((287584.24968782463 5646584.015901334, 287792.3467081012 5646570.042281125, 287799.4000672476 5646569.75336707, 287805.8093795016 5646569.546520929, 287812.1779061795 5646569.3747604005, 287819.7493776836 5646569.365317832, 287826.49934861716 5646569.400666741, 287832.8101740518 5646569.710130823, 287841.4552044219 5646569.968553562, 287849.14869904297 5646570.533214106, 287858.7340640554 5646571.243129603, 287865.2028830792 5646571.802284564, 287874.16487571615 5646572.927504115, 287883.31498211727 5646574.178665246, 287891.98352715286 5646575.527508604, 287900.6328115936 5646576.921697521, 287908.27409657 5646578.446253246, 287913.46572680445 5646579.436369307))"
35267,Built,GLAMORGAN CR SW,40.0,Residential Street,"MULTILINESTRING ((-114.15642570000001 51.0106779, -114.1563545 51.010666900000004, -114.1561978 51.0106466, -114.15603870000001 51.0106366, -114.155014 51.0106401, -114.1549901 51.0110822))","MULTILINESTRING ((278588.9806232544 5655754.818782218, 278593.9215610216 5655753.381897141, 278604.8144228597 5655750.654145164, 278615.9246838358 5655749.064242388, 278687.8050211738 5655746.373925615, 278691.58682652516 5655795.449890023))"
78554,Built,146 AV SE,,Arterial Street,"MULTILINESTRING ((-114.0148063 50.920201, -114.0146702 50.9202494))","MULTILINESTRING ((288109.5882363779 5645280.230358064, 288119.37195012695 5645285.220027525))"
41810,Built,38 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.0627891 51.0202074, -114.0634875 51.0202078))","MULTILINESTRING ((285199.9650084132 5656536.928489491, 285150.99628311145 5656539.010099032))"
850943,Built,5 ST SW,,Urban Boulevard,"MULTILINESTRING ((-114.073802 51.0467161, -114.0738022 51.0466963, -114.0738037 51.0465723, -114.0738052 51.0464484, -114.0738067 51.046324500000004))","MULTILINESTRING ((284550.8043644106 5659516.104771269, 284550.6984271148 5659513.90416699, 284550.01763915434 5659500.123329189, 284549.3373158971 5659486.353608727, 284548.6569930903 5659472.583888487))"
804445,Built,45 ST SE,50.0,Collector,"MULTILINESTRING ((-113.9487483 50.8838771, -113.948746 50.8838843, -113.9487069 50.8839262, -113.9486146 50.8839798))","MULTILINESTRING ((292590.07882065326 5641054.339498514, 292590.2725596266 5641055.133469418, 292593.20845337026 5641059.681663975, 292599.937640631 5641065.381048126))"
882052,Built,SARCEE TR W,,Skeletal Road,"MULTILINESTRING ((-114.18906840000001 51.080016, -114.1890342 51.0805851))","MULTILINESTRING ((276633.69608226244 5663561.67184266, 276638.8335187323 5663624.834342221))"
46157,Built,6 ST SE,40.0,Residential Street,"MULTILINESTRING ((-114.0476204 50.9132374, -114.0476304 50.912837))","MULTILINESTRING ((285771.7564356094 5644600.872561139, 285769.21413361793 5644556.3891680455))"
848088,Built,SHAWNEE BV SW,40.0,Collector,"MULTILINESTRING ((-114.0804943 50.9232252, -114.08047150000002 50.9232301, -114.0803092 50.9232614, -114.0801117 50.9232874))","MULTILINESTRING ((283507.76935738866 5645807.202517475, 283509.39414589596 5645807.680317802, 283520.94343778887 5645810.683500615, 283534.9414097036 5645812.9941932475))"
752227,Built,OLD BANFF COACH RD SW,,Arterial Street,"MULTILINESTRING ((-114.2103509 51.066949, -114.20800580000001 51.0669607))","MULTILINESTRING ((275079.98435659637 5662173.854118025, 275244.3047427793 5662167.990357595))"
64537,Built,53 ST NW,,Arterial Street,"MULTILINESTRING ((-114.16193 51.1082557, -114.1620291 51.1081651, -114.1621079 51.1080895, -114.16216700000001 51.1080325))","MULTILINESTRING ((278669.0531953125 5666619.045388314, 278661.68473608093 5666609.271586599, 278655.8086275632 5666601.104257337, 278651.4001005539 5666594.945413488))"
312665,Built,EVANSDALE WY NW,40.0,Residential Street,"MULTILINESTRING ((-114.1042752 51.1720572, -114.1041696 51.1721249, -114.1040846 51.1721793, -114.1040196 51.1722222, -114.1039507 51.1722652, -114.1039225 51.1722837, -114.1038998 51.172303, -114.1038842 51.1723237, -114.1038741 51.1723464, -114.1038705 51.1723628, -114.1038705 51.1723771))","MULTILINESTRING ((283003.5072799671 5673540.067702174, 283011.20540976647 5673547.282260289, 283017.4013671314 5673553.079060726, 283022.1455484661 5673557.65643682, 283027.16275258525 5673562.233419947, 283029.22046513937 5673564.206848888, 283030.8975521042 5673566.285454308, 283032.08501177636 5673568.540662922, 283032.8974824123 5673571.0344540225, 283033.2260973528 5673572.847050246, 283033.29325525824 5673574.436813151))"
93400,Built,RANCHVIEW DR NW,50.0,Collector,"MULTILINESTRING ((-114.17806680000001 51.120018, -114.1779652 51.1200158, -114.1778572 51.1200139, -114.1777659 51.1200091, -114.1777159 51.1200134, -114.1776636 51.1200275, -114.1776479 51.1200348))","MULTILINESTRING ((277596.25842265214 5667975.338629398, 277603.3563579903 5667974.786802399, 277610.9035156111 5667974.24898259, 277617.26831426204 5667973.439280462, 277620.787255978 5667973.766116575, 277624.5142030659 5667975.17546488, 277625.6477364684 5667975.939531099))"
81199,Built,OGDEN RD SE,,Arterial Street,"MULTILINESTRING ((-114.0306895 51.02138780000001, -114.0306933 51.0213546, -114.030697 51.0213311, -114.0307022 51.0213003, -114.03070290000001 51.0212726, -114.0307003 51.0212487, -114.0306958 51.0212238, -114.0306876 51.0211968, -114.0306697 51.0211581, -114.0306529 51.0211231, -114.0306138 51.0210421, -114.0305735 51.0209616, -114.0305318 51.0208813, -114.0304956 51.0208078, -114.0304617 51.0207417, -114.0304233 51.0206661, -114.0303614 51.02054350000001, -114.0302675 51.0203581, -114.0302015 51.0202288, -114.0301315 51.020090800000006, -114.03011260000001 51.0200534))","MULTILINESTRING ((287456.1405473302 5656575.027243595, 287455.7221910634 5656571.347307055, 287455.35523016134 5656568.745448187, 287454.84969109367 5656565.336364258, 287454.67386300664 5656562.2589262305, 287454.7468089062 5656559.594417424, 287454.9484019347 5656556.813253619, 287455.3998200458 5656553.787951251, 287456.4778412232 5656549.433946014, 287457.49566524255 5656545.494451098, 287459.86663380224 5656536.37670041, 287462.3240411591 5656527.311074056, 287464.8805385727 5656518.263643485, 287467.0825109916 5656509.988054082, 287469.15707771585 5656502.541774117, 287471.50371788756 5656494.026377868, 287475.2831124123 5656480.218097613, 287481.01901109726 5656459.335896399, 287485.0553008602 5656444.770943764, 287489.33229279035 5656429.227259133, 287490.4864453828 5656425.014901011))"
87958,Built,17 AV NW,40.0,Residential Street,"MULTILINESTRING ((-114.1045661 51.067839, -114.1049793 51.0678402, -114.10539250000001 51.0678415, -114.1058058 51.0678427, -114.106219 51.0678439))","MULTILINESTRING ((282493.98506648315 5661954.832442893, 282465.04784315615 5661956.1870673215, 282436.1110928827 5661957.552971552, 282407.16687282856 5661958.908217077, 282378.2296612202 5661960.263329716))"
